"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count
	"Virginia"	"51"	"2011"	"2011"	"Prostate"	"28010"	5321
	"Virginia"	"51"	"2011"	"2011"	"Stomach"	"21020"	561
	"Virginia"	"51"	"2011"	"2011"	"Thyroid"	"32010"	1107
	"Virginia"	"51"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	1547
	"Virginia"	"51"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	566
	"Virginia"	"51"	"2012"	"2012"	"Breast"	"26000"	6106
	"Virginia"	"51"	"2012"	"2012"	"Cervix Uteri"	"27010"	287
	"Virginia"	"51"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	3286
	"Virginia"	"51"	"2012"	"2012"	"Corpus Uteri"	"27020"	1129
	"Virginia"	"51"	"2012"	"2012"	"Esophagus"	"21010"	393
	"Virginia"	"51"	"2012"	"2012"	"Gallbladder"	"21080"	92
	"Virginia"	"51"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	1258
	"Virginia"	"51"	"2012"	"2012"	"Larynx"	"22020"	298
	"Virginia"	"51"	"2012"	"2012"	"Leukemias"	"35011-35043"	969
	"Virginia"	"51"	"2012"	"2012"	"Liver"	"21071"	520
	"Virginia"	"51"	"2012"	"2012"	"Lung and Bronchus"	"22030"	5484
	"Virginia"	"51"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	1523
	"Virginia"	"51"	"2012"	"2012"	"Myeloma"	"34000"	585
	"Virginia"	"51"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	1433
	"Virginia"	"51"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	963
	"Virginia"	"51"	"2012"	"2012"	"Ovary"	"27040"	546
	"Virginia"	"51"	"2012"	"2012"	"Pancreas"	"21100"	1086
	"Virginia"	"51"	"2012"	"2012"	"Prostate"	"28010"	4252
	"Virginia"	"51"	"2012"	"2012"	"Stomach"	"21020"	494
	"Virginia"	"51"	"2012"	"2012"	"Thyroid"	"32010"	1071
	"Virginia"	"51"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	1552
	"Virginia"	"51"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	509
	"Virginia"	"51"	"2013"	"2013"	"Breast"	"26000"	6396
	"Virginia"	"51"	"2013"	"2013"	"Cervix Uteri"	"27010"	258
	"Virginia"	"51"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	3232
	"Virginia"	"51"	"2013"	"2013"	"Corpus Uteri"	"27020"	1198
	"Virginia"	"51"	"2013"	"2013"	"Esophagus"	"21010"	408
	"Virginia"	"51"	"2013"	"2013"	"Gallbladder"	"21080"	104
	"Virginia"	"51"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	1337
	"Virginia"	"51"	"2013"	"2013"	"Larynx"	"22020"	324
	"Virginia"	"51"	"2013"	"2013"	"Leukemias"	"35011-35043"	974
	"Virginia"	"51"	"2013"	"2013"	"Liver"	"21071"	541
	"Virginia"	"51"	"2013"	"2013"	"Lung and Bronchus"	"22030"	5337
	"Virginia"	"51"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	1870
	"Virginia"	"51"	"2013"	"2013"	"Myeloma"	"34000"	548
	"Virginia"	"51"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	1590
	"Virginia"	"51"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	1092
	"Virginia"	"51"	"2013"	"2013"	"Ovary"	"27040"	518
	"Virginia"	"51"	"2013"	"2013"	"Pancreas"	"21100"	1117
	"Virginia"	"51"	"2013"	"2013"	"Prostate"	"28010"	4730
	"Virginia"	"51"	"2013"	"2013"	"Stomach"	"21020"	568
	"Virginia"	"51"	"2013"	"2013"	"Thyroid"	"32010"	1204
	"Virginia"	"51"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	1602
	"Virginia"	"51"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	571
	"Virginia"	"51"	"2014"	"2014"	"Breast"	"26000"	6593
	"Virginia"	"51"	"2014"	"2014"	"Cervix Uteri"	"27010"	300
	"Virginia"	"51"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	3406
	"Virginia"	"51"	"2014"	"2014"	"Corpus Uteri"	"27020"	1235
	"Virginia"	"51"	"2014"	"2014"	"Esophagus"	"21010"	425
	"Virginia"	"51"	"2014"	"2014"	"Gallbladder"	"21080"	108
	"Virginia"	"51"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	1482
	"Virginia"	"51"	"2014"	"2014"	"Larynx"	"22020"	306
	"Virginia"	"51"	"2014"	"2014"	"Leukemias"	"35011-35043"	980
	"Virginia"	"51"	"2014"	"2014"	"Liver"	"21071"	628
	"Virginia"	"51"	"2014"	"2014"	"Lung and Bronchus"	"22030"	5414
	"Virginia"	"51"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	1847
	"Virginia"	"51"	"2014"	"2014"	"Myeloma"	"34000"	552
	"Virginia"	"51"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	1548
	"Virginia"	"51"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	1121
	"Virginia"	"51"	"2014"	"2014"	"Ovary"	"27040"	513
	"Virginia"	"51"	"2014"	"2014"	"Pancreas"	"21100"	1112
	"Virginia"	"51"	"2014"	"2014"	"Prostate"	"28010"	4431
	"Virginia"	"51"	"2014"	"2014"	"Stomach"	"21020"	598
	"Virginia"	"51"	"2014"	"2014"	"Thyroid"	"32010"	1157
	"Virginia"	"51"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	1677
	"Virginia"	"51"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	512
	"Virginia"	"51"	"2015"	"2015"	"Breast"	"26000"	6449
	"Virginia"	"51"	"2015"	"2015"	"Cervix Uteri"	"27010"	264
	"Virginia"	"51"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	3257
	"Virginia"	"51"	"2015"	"2015"	"Corpus Uteri"	"27020"	1312
	"Virginia"	"51"	"2015"	"2015"	"Esophagus"	"21010"	409
	"Virginia"	"51"	"2015"	"2015"	"Gallbladder"	"21080"	104
	"Virginia"	"51"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	1474
	"Virginia"	"51"	"2015"	"2015"	"Larynx"	"22020"	295
	"Virginia"	"51"	"2015"	"2015"	"Leukemias"	"35011-35043"	1039
	"Virginia"	"51"	"2015"	"2015"	"Liver"	"21071"	697
	"Virginia"	"51"	"2015"	"2015"	"Lung and Bronchus"	"22030"	5496
	"Virginia"	"51"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	1749
	"Virginia"	"51"	"2015"	"2015"	"Myeloma"	"34000"	614
	"Virginia"	"51"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	1605
	"Virginia"	"51"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	1092
	"Virginia"	"51"	"2015"	"2015"	"Ovary"	"27040"	564
	"Virginia"	"51"	"2015"	"2015"	"Pancreas"	"21100"	1180
	"Virginia"	"51"	"2015"	"2015"	"Prostate"	"28010"	4644
	"Virginia"	"51"	"2015"	"2015"	"Stomach"	"21020"	650
	"Virginia"	"51"	"2015"	"2015"	"Thyroid"	"32010"	1146
	"Virginia"	"51"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	1658
	"Virginia"	"51"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	568
	"Virginia"	"51"	"2016"	"2016"	"Breast"	"26000"	6527
	"Virginia"	"51"	"2016"	"2016"	"Cervix Uteri"	"27010"	283
	"Virginia"	"51"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	3341
	"Virginia"	"51"	"2016"	"2016"	"Corpus Uteri"	"27020"	1332
	"Virginia"	"51"	"2016"	"2016"	"Esophagus"	"21010"	397
	"Virginia"	"51"	"2016"	"2016"	"Gallbladder"	"21080"	89
	"Virginia"	"51"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	1552
	"Virginia"	"51"	"2016"	"2016"	"Larynx"	"22020"	351
	"Virginia"	"51"	"2016"	"2016"	"Leukemias"	"35011-35043"	1021
	"Virginia"	"51"	"2016"	"2016"	"Liver"	"21071"	653
	"Virginia"	"51"	"2016"	"2016"	"Lung and Bronchus"	"22030"	5653
	"Virginia"	"51"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	1868
	"Virginia"	"51"	"2016"	"2016"	"Myeloma"	"34000"	647
	"Virginia"	"51"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	1635
	"Virginia"	"51"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	1185
	"Virginia"	"51"	"2016"	"2016"	"Ovary"	"27040"	509
	"Virginia"	"51"	"2016"	"2016"	"Pancreas"	"21100"	1233
	"Virginia"	"51"	"2016"	"2016"	"Prostate"	"28010"	4863
	"Virginia"	"51"	"2016"	"2016"	"Stomach"	"21020"	601
	"Virginia"	"51"	"2016"	"2016"	"Thyroid"	"32010"	1201
	"Virginia"	"51"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	1645
	"Washington"	"53"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	544
	"Washington"	"53"	"2010"	"2010"	"Breast"	"26000"	4989
	"Washington"	"53"	"2010"	"2010"	"Cervix Uteri"	"27010"	253
	"Washington"	"53"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	2692
	"Washington"	"53"	"2010"	"2010"	"Corpus Uteri"	"27020"	1011
	"Washington"	"53"	"2010"	"2010"	"Esophagus"	"21010"	355
	"Washington"	"53"	"2010"	"2010"	"Gallbladder"	"21080"	78
	"Washington"	"53"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	1132
	"Washington"	"53"	"2010"	"2010"	"Larynx"	"22020"	204
	"Washington"	"53"	"2010"	"2010"	"Leukemias"	"35011-35043"	1045
	"Washington"	"53"	"2010"	"2010"	"Liver"	"21071"	521
	"Washington"	"53"	"2010"	"2010"	"Lung and Bronchus"	"22030"	4414
	"Washington"	"53"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	1902
	"Washington"	"53"	"2010"	"2010"	"Myeloma"	"34000"	413
	"Washington"	"53"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	1505
	"Washington"	"53"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	885
	"Washington"	"53"	"2010"	"2010"	"Ovary"	"27040"	512
	"Washington"	"53"	"2010"	"2010"	"Pancreas"	"21100"	856
	"Washington"	"53"	"2010"	"2010"	"Prostate"	"28010"	4962
	"Washington"	"53"	"2010"	"2010"	"Stomach"	"21020"	441
	"Washington"	"53"	"2010"	"2010"	"Thyroid"	"32010"	904
	"Washington"	"53"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	1578
	"Washington"	"53"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	533
	"Washington"	"53"	"2011"	"2011"	"Breast"	"26000"	5295
	"Washington"	"53"	"2011"	"2011"	"Cervix Uteri"	"27010"	248
	"Washington"	"53"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	2715
	"Washington"	"53"	"2011"	"2011"	"Corpus Uteri"	"27020"	1034
	"Washington"	"53"	"2011"	"2011"	"Esophagus"	"21010"	404
	"Washington"	"53"	"2011"	"2011"	"Gallbladder"	"21080"	87
	"Washington"	"53"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	1159
	"Washington"	"53"	"2011"	"2011"	"Larynx"	"22020"	219
	"Washington"	"53"	"2011"	"2011"	"Leukemias"	"35011-35043"	1102
	"Washington"	"53"	"2011"	"2011"	"Liver"	"21071"	600
	"Washington"	"53"	"2011"	"2011"	"Lung and Bronchus"	"22030"	4301
	"Washington"	"53"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	1898
	"Washington"	"53"	"2011"	"2011"	"Myeloma"	"34000"	460
	"Washington"	"53"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	1524
	"Washington"	"53"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	883
	"Washington"	"53"	"2011"	"2011"	"Ovary"	"27040"	482
	"Washington"	"53"	"2011"	"2011"	"Pancreas"	"21100"	917
	"Washington"	"53"	"2011"	"2011"	"Prostate"	"28010"	4883
	"Washington"	"53"	"2011"	"2011"	"Stomach"	"21020"	483
	"Washington"	"53"	"2011"	"2011"	"Thyroid"	"32010"	1011
	"Washington"	"53"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	1559
	"Washington"	"53"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	543
	"Washington"	"53"	"2012"	"2012"	"Breast"	"26000"	5503
	"Washington"	"53"	"2012"	"2012"	"Cervix Uteri"	"27010"	217
	"Washington"	"53"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	2695
	"Washington"	"53"	"2012"	"2012"	"Corpus Uteri"	"27020"	1037
	"Washington"	"53"	"2012"	"2012"	"Esophagus"	"21010"	343
	"Washington"	"53"	"2012"	"2012"	"Gallbladder"	"21080"	81
	"Washington"	"53"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	1216
	"Washington"	"53"	"2012"	"2012"	"Larynx"	"22020"	210
	"Washington"	"53"	"2012"	"2012"	"Leukemias"	"35011-35043"	1129
	"Washington"	"53"	"2012"	"2012"	"Liver"	"21071"	631
	"Washington"	"53"	"2012"	"2012"	"Lung and Bronchus"	"22030"	4413
	"Washington"	"53"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	1893
	"Washington"	"53"	"2012"	"2012"	"Myeloma"	"34000"	510
	"Washington"	"53"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	1552
	"Washington"	"53"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	899
	"Washington"	"53"	"2012"	"2012"	"Ovary"	"27040"	492
	"Washington"	"53"	"2012"	"2012"	"Pancreas"	"21100"	970
	"Washington"	"53"	"2012"	"2012"	"Prostate"	"28010"	4137
	"Washington"	"53"	"2012"	"2012"	"Stomach"	"21020"	446
	"Washington"	"53"	"2012"	"2012"	"Thyroid"	"32010"	1021
	"Washington"	"53"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	1660
	"Washington"	"53"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	551
	"Washington"	"53"	"2013"	"2013"	"Breast"	"26000"	5525
	"Washington"	"53"	"2013"	"2013"	"Cervix Uteri"	"27010"	240
	"Washington"	"53"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	2754
	"Washington"	"53"	"2013"	"2013"	"Corpus Uteri"	"27020"	1038
	"Washington"	"53"	"2013"	"2013"	"Esophagus"	"21010"	379
	"Washington"	"53"	"2013"	"2013"	"Gallbladder"	"21080"	75
	"Washington"	"53"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	1206
	"Washington"	"53"	"2013"	"2013"	"Larynx"	"22020"	195
	"Washington"	"53"	"2013"	"2013"	"Leukemias"	"35011-35043"	1137
	"Washington"	"53"	"2013"	"2013"	"Liver"	"21071"	655
	"Washington"	"53"	"2013"	"2013"	"Lung and Bronchus"	"22030"	4276
	"Washington"	"53"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	1977
	"Washington"	"53"	"2013"	"2013"	"Myeloma"	"34000"	453
	"Washington"	"53"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	1575
	"Washington"	"53"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	1008
	"Washington"	"53"	"2013"	"2013"	"Ovary"	"27040"	441
	"Washington"	"53"	"2013"	"2013"	"Pancreas"	"21100"	960
	"Washington"	"53"	"2013"	"2013"	"Prostate"	"28010"	4205
	"Washington"	"53"	"2013"	"2013"	"Stomach"	"21020"	472
	"Washington"	"53"	"2013"	"2013"	"Thyroid"	"32010"	1049
	"Washington"	"53"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	1643
	"Washington"	"53"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	544
	"Washington"	"53"	"2014"	"2014"	"Breast"	"26000"	5666
	"Washington"	"53"	"2014"	"2014"	"Cervix Uteri"	"27010"	262
	"Washington"	"53"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	2877
	"Washington"	"53"	"2014"	"2014"	"Corpus Uteri"	"27020"	1131
	"Washington"	"53"	"2014"	"2014"	"Esophagus"	"21010"	400
	"Washington"	"53"	"2014"	"2014"	"Gallbladder"	"21080"	79
	"Washington"	"53"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	1198
	"Washington"	"53"	"2014"	"2014"	"Larynx"	"22020"	203
	"Washington"	"53"	"2014"	"2014"	"Leukemias"	"35011-35043"	1153
	"Washington"	"53"	"2014"	"2014"	"Liver"	"21071"	641
	"Washington"	"53"	"2014"	"2014"	"Lung and Bronchus"	"22030"	4468
	"Washington"	"53"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	2060
	"Washington"	"53"	"2014"	"2014"	"Myeloma"	"34000"	503
	"Washington"	"53"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	1545
	"Washington"	"53"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	1041
	"Washington"	"53"	"2014"	"2014"	"Ovary"	"27040"	530
	"Washington"	"53"	"2014"	"2014"	"Pancreas"	"21100"	989
	"Washington"	"53"	"2014"	"2014"	"Prostate"	"28010"	3812
	"Washington"	"53"	"2014"	"2014"	"Stomach"	"21020"	430
	"Washington"	"53"	"2014"	"2014"	"Thyroid"	"32010"	960
	"Washington"	"53"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	1689
	"Washington"	"53"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	610
	"Washington"	"53"	"2015"	"2015"	"Breast"	"26000"	5695
	"Washington"	"53"	"2015"	"2015"	"Cervix Uteri"	"27010"	247
	"Washington"	"53"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	2741
	"Washington"	"53"	"2015"	"2015"	"Corpus Uteri"	"27020"	1119
	"Washington"	"53"	"2015"	"2015"	"Esophagus"	"21010"	412
	"Washington"	"53"	"2015"	"2015"	"Gallbladder"	"21080"	90
	"Washington"	"53"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	1250
	"Washington"	"53"	"2015"	"2015"	"Larynx"	"22020"	192
	"Washington"	"53"	"2015"	"2015"	"Leukemias"	"35011-35043"	1136
	"Washington"	"53"	"2015"	"2015"	"Liver"	"21071"	690
	"Washington"	"53"	"2015"	"2015"	"Lung and Bronchus"	"22030"	4381
	"Washington"	"53"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	2122
	"Washington"	"53"	"2015"	"2015"	"Myeloma"	"34000"	505
	"Washington"	"53"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	1568
	"Washington"	"53"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	981
	"Washington"	"53"	"2015"	"2015"	"Ovary"	"27040"	487
	"Washington"	"53"	"2015"	"2015"	"Pancreas"	"21100"	1020
	"Washington"	"53"	"2015"	"2015"	"Prostate"	"28010"	3849
	"Washington"	"53"	"2015"	"2015"	"Stomach"	"21020"	419
	"Washington"	"53"	"2015"	"2015"	"Thyroid"	"32010"	1027
	"Washington"	"53"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	1708
	"Washington"	"53"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	531
	"Washington"	"53"	"2016"	"2016"	"Breast"	"26000"	5832
	"Washington"	"53"	"2016"	"2016"	"Cervix Uteri"	"27010"	240
	"Washington"	"53"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	2965
	"Washington"	"53"	"2016"	"2016"	"Corpus Uteri"	"27020"	1283
	"Washington"	"53"	"2016"	"2016"	"Esophagus"	"21010"	412
	"Washington"	"53"	"2016"	"2016"	"Gallbladder"	"21080"	86
	"Washington"	"53"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	1377
	"Washington"	"53"	"2016"	"2016"	"Larynx"	"22020"	193
	"Washington"	"53"	"2016"	"2016"	"Leukemias"	"35011-35043"	1182
	"Washington"	"53"	"2016"	"2016"	"Liver"	"21071"	713
	"Washington"	"53"	"2016"	"2016"	"Lung and Bronchus"	"22030"	4506
	"Washington"	"53"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	2095
	"Washington"	"53"	"2016"	"2016"	"Myeloma"	"34000"	534
	"Washington"	"53"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	1573
	"Washington"	"53"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	1077
	"Washington"	"53"	"2016"	"2016"	"Ovary"	"27040"	433
	"Washington"	"53"	"2016"	"2016"	"Pancreas"	"21100"	1104
	"Washington"	"53"	"2016"	"2016"	"Prostate"	"28010"	4179
	"Washington"	"53"	"2016"	"2016"	"Stomach"	"21020"	493
	"Washington"	"53"	"2016"	"2016"	"Thyroid"	"32010"	1052
	"Washington"	"53"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	1835
	"West Virginia"	"54"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	138
	"West Virginia"	"54"	"2010"	"2010"	"Breast"	"26000"	1396
	"West Virginia"	"54"	"2010"	"2010"	"Cervix Uteri"	"27010"	125
	"West Virginia"	"54"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	1075
	"West Virginia"	"54"	"2010"	"2010"	"Corpus Uteri"	"27020"	344
	"West Virginia"	"54"	"2010"	"2010"	"Esophagus"	"21010"	130
	"West Virginia"	"54"	"2010"	"2010"	"Gallbladder"	"21080"	27
	"West Virginia"	"54"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	434
	"West Virginia"	"54"	"2010"	"2010"	"Larynx"	"22020"	136
	"West Virginia"	"54"	"2010"	"2010"	"Leukemias"	"35011-35043"	341
	"West Virginia"	"54"	"2010"	"2010"	"Liver"	"21071"	114
	"West Virginia"	"54"	"2010"	"2010"	"Lung and Bronchus"	"22030"	1953
	"West Virginia"	"54"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	468
	"West Virginia"	"54"	"2010"	"2010"	"Myeloma"	"34000"	134
	"West Virginia"	"54"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	463
	"West Virginia"	"54"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	310
	"West Virginia"	"54"	"2010"	"2010"	"Ovary"	"27040"	162
	"West Virginia"	"54"	"2010"	"2010"	"Pancreas"	"21100"	249
	"West Virginia"	"54"	"2010"	"2010"	"Prostate"	"28010"	1355
	"West Virginia"	"54"	"2010"	"2010"	"Stomach"	"21020"	148
	"West Virginia"	"54"	"2010"	"2010"	"Thyroid"	"32010"	305
	"West Virginia"	"54"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	526
	"West Virginia"	"54"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	133
	"West Virginia"	"54"	"2011"	"2011"	"Breast"	"26000"	1416
	"West Virginia"	"54"	"2011"	"2011"	"Cervix Uteri"	"27010"	97
	"West Virginia"	"54"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	1153
	"West Virginia"	"54"	"2011"	"2011"	"Corpus Uteri"	"27020"	412
	"West Virginia"	"54"	"2011"	"2011"	"Esophagus"	"21010"	130
	"West Virginia"	"54"	"2011"	"2011"	"Gallbladder"	"21080"	26
	"West Virginia"	"54"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	401
	"West Virginia"	"54"	"2011"	"2011"	"Larynx"	"22020"	133
	"West Virginia"	"54"	"2011"	"2011"	"Leukemias"	"35011-35043"	376
	"West Virginia"	"54"	"2011"	"2011"	"Liver"	"21071"	136
	"West Virginia"	"54"	"2011"	"2011"	"Lung and Bronchus"	"22030"	2044
	"West Virginia"	"54"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	495
	"West Virginia"	"54"	"2011"	"2011"	"Myeloma"	"34000"	154
	"West Virginia"	"54"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	453
	"West Virginia"	"54"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	308
	"West Virginia"	"54"	"2011"	"2011"	"Ovary"	"27040"	171
	"West Virginia"	"54"	"2011"	"2011"	"Pancreas"	"21100"	292
	"West Virginia"	"54"	"2011"	"2011"	"Prostate"	"28010"	1389
	"West Virginia"	"54"	"2011"	"2011"	"Stomach"	"21020"	158
	"West Virginia"	"54"	"2011"	"2011"	"Thyroid"	"32010"	322
	"West Virginia"	"54"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	582
	"West Virginia"	"54"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	150
	"West Virginia"	"54"	"2012"	"2012"	"Breast"	"26000"	1478
	"West Virginia"	"54"	"2012"	"2012"	"Cervix Uteri"	"27010"	101
	"West Virginia"	"54"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	1103
	"West Virginia"	"54"	"2012"	"2012"	"Corpus Uteri"	"27020"	391
	"West Virginia"	"54"	"2012"	"2012"	"Esophagus"	"21010"	138
	"West Virginia"	"54"	"2012"	"2012"	"Gallbladder"	"21080"	28
	"West Virginia"	"54"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	458
	"West Virginia"	"54"	"2012"	"2012"	"Larynx"	"22020"	126
	"West Virginia"	"54"	"2012"	"2012"	"Leukemias"	"35011-35043"	325
	"West Virginia"	"54"	"2012"	"2012"	"Liver"	"21071"	117
	"West Virginia"	"54"	"2012"	"2012"	"Lung and Bronchus"	"22030"	2013
	"West Virginia"	"54"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	481
	"West Virginia"	"54"	"2012"	"2012"	"Myeloma"	"34000"	145
	"West Virginia"	"54"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	450
	"West Virginia"	"54"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	285
	"West Virginia"	"54"	"2012"	"2012"	"Ovary"	"27040"	151
	"West Virginia"	"54"	"2012"	"2012"	"Pancreas"	"21100"	303
	"West Virginia"	"54"	"2012"	"2012"	"Prostate"	"28010"	1151
	"West Virginia"	"54"	"2012"	"2012"	"Stomach"	"21020"	183
	"West Virginia"	"54"	"2012"	"2012"	"Thyroid"	"32010"	330
	"West Virginia"	"54"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	613
	"West Virginia"	"54"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	150
	"West Virginia"	"54"	"2013"	"2013"	"Breast"	"26000"	1495
	"West Virginia"	"54"	"2013"	"2013"	"Cervix Uteri"	"27010"	77
	"West Virginia"	"54"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	1172
	"West Virginia"	"54"	"2013"	"2013"	"Corpus Uteri"	"27020"	355
	"West Virginia"	"54"	"2013"	"2013"	"Esophagus"	"21010"	133
	"West Virginia"	"54"	"2013"	"2013"	"Gallbladder"	"21080"	27
	"West Virginia"	"54"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	440
	"West Virginia"	"54"	"2013"	"2013"	"Larynx"	"22020"	136
	"West Virginia"	"54"	"2013"	"2013"	"Leukemias"	"35011-35043"	331
	"West Virginia"	"54"	"2013"	"2013"	"Liver"	"21071"	164
